standard location,stimuli location,bootstrap row,gm mag,gm stdev,sm mag,sm stdev,train error,test error
180,90,44,0.752845922,55.68823058,0.746513715,57.53192081,0.000885269,0.000645356
180,90,45,0.740072581,13.46076732,0.722510752,13.92515255,0.00034241,0.000866926
180,90,46,0.738217741,15.54040701,0.720935464,15.54230532,0.000432388,0.00103764
180,90,47,0.750943542,23.7135517,0.740816596,24.23788443,0.000207893,0.000333106
180,90,48,0.725782258,10.30736473,0.708706983,15.26559658,0.000410561,0.003810097
180,90,49,0.754787842,73.85263625,0.75396903,76.16273249,0.000567306,0.000773477
180,90,50,0.737156241,32.86397137,0.725006604,33.92574412,0.000565484,0.001121203
180,90,51,0.749879461,38.23742777,0.741418171,39.28732233,0.000500968,0.000393297
180,90,52,0.753830645,15.25838015,0.739206986,15.27476723,0.000228369,0.000365659
180,90,53,0.741112903,12.60805391,0.72564516,14.12700277,0.000267653,0.000578431
180,90,54,0.748516129,14.00560954,0.738419354,14.42812088,0.000144393,0.000298644
180,90,55,0.750736397,41.44303351,0.741611064,42.87820707,0.000840054,0.000484795
180,90,56,0.751330645,11.24335823,0.736873654,14.36564869,0.000286452,0.000206728
180,90,57,0.752258065,11.88924459,0.737728494,14.47436721,0.000253766,0.000227254
180,90,58,0.752474216,21.47588246,0.734638423,21.47588848,0.000439942,0.000247326
180,90,59,0.745354839,13.57567438,0.731868279,13.96750207,0.00019789,0.000229395
180,90,60,0.751451613,10.84691651,0.732150536,14.6754153,0.000435779,0.000227811
180,90,61,0.742569995,45.71102268,0.731748538,46.70253351,0.000477391,0.000568202
180,90,62,0.746949274,186.4593964,5,538.2081485,0.000582394,0.000421813
180,90,63,0.73379763,19.69709723,0.717132628,19.69695459,0.000417623,0.001575238
180,90,64,0.744983871,12.71272014,0.726629032,13.90895974,0.000369102,0.00048865
180,90,65,0.749959394,27.90419348,0.734664015,28.26784183,0.000267924,0.000207043
180,90,66,0.721032258,13.6028315,0.703123655,13.90058862,0.000333922,0.004952052
180,90,67,0.729677419,14.30785239,0.71048118,14.32988539,0.000423418,0.002928743
180,90,68,0.742282258,12.87584313,0.727887096,14.16067472,0.000250319,0.000404405
180,90,69,0.758587804,33.41994292,0.746775639,34.19421547,0.000359554,0.000771032
180,90,70,0.744346774,11.68504534,0.729612903,14.22775783,0.000245784,0.000315462
180,90,71,0.755987429,54.38999456,0.744735699,55.18864034,0.000355828,0.000772786
180,90,72,0.755560619,119.5232168,0.914054254,140.7597889,0.00112931,0.00103891
180,90,73,0.736281867,20.72019538,0.721102729,20.72023105,0.000242041,0.001000157
180,90,74,0.739927411,24.72987493,0.72714682,25.67554824,0.000606087,0.000747008
180,90,75,0.752007427,49.3255268,0.744493071,50.22586027,0.00033424,0.000615717
180,90,76,0.744653226,9.983420533,0.726029569,14.92574597,0.00046558,0.000617668
180,90,77,0.73896607,29.1847494,0.724735739,29.84008793,0.000349272,0.00082176
180,90,78,0.750322581,11.81844658,0.73813172,14.40017618,0.000215481,0.00024168
180,90,79,0.744570775,189.8111131,4.969151377,538.750882,0.000476583,0.000469892
180,90,80,0.745346774,13.71156293,0.733118278,14.12207468,0.000213808,0.000209808
180,90,81,0.746961461,34.24074656,0.737256517,34.87622965,0.000238294,0.000255242
180,90,82,0.752457377,35.37525753,0.740014257,36.25013609,0.000418592,0.000329779
180,90,83,0.738550125,32.54524888,0.729397494,33.58702005,0.000570728,0.000672447
180,90,84,0.748120968,10.46521124,0.732618272,14.77771213,0.000369007,0.000218177
180,90,85,0.734387097,12.96836408,0.717602151,14.14609482,0.000292426,0.001594709
180,90,86,0.745774194,14.11912877,0.732973118,14.27169705,0.000171297,0.000216125
180,90,87,0.741870685,28.24125537,0.731622206,28.54093777,0.000129071,0.000246662
180,90,88,0.740266129,9.823092442,0.722779566,15.31999617,0.000511507,0.001029962
180,90,89,0.745490234,59.88495227,0.74281634,61.30857849,0.00043711,0.00045591
180,90,90,0.761080645,10.73073741,0.750693549,14.60178149,0.00018496,0.001406966
180,90,91,0.751241935,9.601172183,0.740080643,15.32381196,0.000275693,0.000288418
180,90,92,0.75386711,46.26685356,0.738156291,47.36081526,0.000732964,0.000440477
180,90,93,0.753905749,170.022217,2.375316445,336.3243508,0.000800284,0.000763391
180,90,94,0.728991935,13.45749203,0.710239247,14.42594368,0.000380104,0.003097145
180,90,95,0.747016117,18.51507621,0.731225667,18.51511808,0.000258056,0.000253796
180,90,96,0.748379032,13.11124286,0.735432793,14.40977896,0.000255438,0.000195255
180,90,97,0.736,10.06113559,0.721623658,15.16457464,0.000339061,0.001158343
180,90,98,0.748053401,37.95391338,0.732604706,38.98659296,0.000598916,0.000457985
180,90,99,0.750530786,23.38659604,0.731938786,23.38655549,0.00037133,0.000260159
