0,72,144,216,288,0,72,144,216,288,0,72,144,216,288,0,72,144,216,288
558.2221,561.373,535.4321,585.703,560.9371,536.5553,548.4224,605.5694,525.973,559.9385,527.8159,560.5795,524.2455,527.3001,573.4337,495.7337,504.1696,496.7743,483.5259,483.0963
557.9484,562.3795,529.3929,584.8851,548.4754,464.7834,432.3688,489.966,511.798,506.6515,554.6373,522.1479,543.8259,555.1468,603.3614,585.8456,595.9714,566.4374,610.3713,614.0934
318.0551,359.5828,350.4697,358.9475,376.6528,268.4973,220.4995,268.9858,298.6166,246.5541,365.1073,422.8531,394.5244,377.244,390.8666,384.0026,392.8527,444.2516,457.4305,352.052
462.2767,491.1246,502.8924,518.6596,493.3282,551.8903,534.4368,550.0043,606.1286,576.1778,468.4181,459.5021,497.2975,473.2843,461.3543,421.5316,408.2084,506.5005,407.4124,425.6933
345.1645,398.1589,355.192,341.972,356.1875,334.4963,397.4689,365.9143,353.8182,367.7025,445.9665,481.073,450.3908,438.8556,493.4762,446.6417,428.7925,506.13,450.1861,465.5558
460.8896,504.6731,479.2205,553.2234,551.8784,447.8953,528.006,410.0377,510.8547,453.666,493.6454,524.3368,507.217,546.1366,505.9039,464.3177,480.2931,532.9746,481.9251,451.8382
392.7973,429.1309,383.9108,404.7883,454.3104,338.0089,331.8842,369.1484,376.5461,358.7436,336.7933,397.7538,318.2378,365.2409,323.0494,414.2601,412.9426,418.3469,523.5895,425.3886
481.5363,421.016,576.5082,514.8245,553.3601,436.8419,451.8883,542.3184,392.0069,453.6441,403.5445,371.3955,360.7694,408.8381,390.4241,387.3744,343.7778,395.1079,383.5676,336.8761
551.4634,568.2279,579.6973,520.6355,664.7301,483.0103,556.1683,517.1651,496.8524,403.8025,566.5701,512.911,582.8478,631.0381,622.1988,512.4179,479.9985,524.4399,502.7655,544.0399
411.0276,434.761,449.4265,460.7909,496.8441,401.6351,477.7644,483.0379,525.8075,485.8725,420.7001,465.6179,504.8264,430.5663,433.2867,436.7579,526.4912,511.0357,383.9245,400.3883
464.687,538.1111,505.4952,501.7156,503.5631,395.9369,356.3285,388.3689,459.4743,465.4816,470.9912,542.1717,531.5269,506.9556,500.7486,530.4656,558.1903,560.5051,571.1722,533.7661
411.3368,447.2705,505.6045,424.2181,444.4804,480.6102,498.6434,488.9482,566.018,515.6879,534.5249,488.8323,531.8644,529.1121,603.1666,418.9108,481.7029,458.44,461.8536,519.6811
344.7907,358.4112,375.8994,389.9839,325.1083,340.8677,321.7096,367.0371,393.9805,377.2825,337.1926,360.9015,409.2866,323.25,380.1173,372.6566,384.383,438.6065,439.7982,437.781
403.0437,436.2948,550.5863,399.2256,355.9477,510.5091,541.7227,513.5553,579.8637,553.1481,474.7661,554.7956,472.3347,569.2222,477.893,412.2854,515.7491,463.9995,446.1475,473.3644
332.448,355.1765,384.4191,350.4279,388.0505,536.6468,616.5209,590.0508,605.7019,541.1058,620.1198,650.2165,639.539,613.5009,620.2232,654.577,643.3532,629.3738,672.6089,678.5433
383.5357,387.5465,367.0637,381.4718,425.8096,372.4665,383.8415,365.624,360.1407,317.3949,413.6785,391.9716,405.2868,368.9008,420.8443,599.2239,601.168,678.6849,534.6071,583.4996
446.1189,442.3103,430.2121,441.2395,462.8509,556.8916,587.8687,535.6615,535.0275,523.9765,478.8353,475.3044,502.8087,470.5824,474.5954,477.6651,475.459,497.3504,483.9521,495.0776
503.0421,550.4575,533.0857,496.2079,596.095,619.3562,639.2418,658.4377,578.8143,610.2644,489.8341,488.9168,502.589,509.1414,627.8159,350.1366,395.7384,418.0538,455.2993,380.8418
644.5829,661.0211,625.091,606.262,636.6463,527.6028,574.1112,479.5419,559.9805,470.0469,560.6393,633.0474,599.5122,549.484,611.3576,498.5339,485.5577,590.7279,553.7233,485.0601
359.6375,394.8569,337.2957,334.8848,358.763,396.1359,443.1082,430.9415,362.3105,425.4206,373.9906,346.8348,379.5248,521.7668,377.9284,378.4359,439.0583,489.4191,433.024,477.3333
485.3241,565.9769,545.119,542.0989,512.9478,432.7442,423.0337,472.4382,448.3513,466.8675,444.7355,453.9525,483.9773,520.9981,609.619,400.6703,435.5342,480.7428,417.0273,435.5729
515.9314,596.9473,560.3338,531.4558,468.637,520.0389,536.9501,492.2883,547.8683,470.6492,553.8355,545.6954,495.1399,725.4733,606.0307,477.6365,506.4189,468.8749,520.4484,474.7847
387.6353,399.5298,435.0387,391.0756,484.0366,380.8181,364.4019,377.4565,406.0643,313.7133,330.2682,345.6485,401.1453,355.2832,303.08,317.3865,318.0096,305.4426,312.6079,335.9344
337.6032,405.7195,377.2138,370.151,419.7546,316.759,297.84,329.135,443.498,365.0538,379.9199,407.9064,393.7801,424.6834,364.806,372.4329,422.7762,393.2185,363.2191,414.2013
